Manufacturer,Model,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Car Age
DODGE,Caliber,Petrol,2,122000.0,4.0,Tiptronic,Front,16
CHEVROLET,Cruze,Petrol,1.4,71498.0,4.0,Automatic,Front,8
MITSUBISHI,Outlander,Petrol,3,0.0,6.0,Tiptronic,4x4,16
TOYOTA,Tacoma,Petrol,2.7,64994.0,4.0,Automatic,Rear,11
TOYOTA,Noah,Petrol,2,170000.0,4.0,Automatic,Front,21
TOYOTA,Camry,Hybrid,2.5,109798.0,4.0,Automatic,Front,11
MAZDA,Mazda 6 Grand touring,Petrol,2.5,125000.0,4.0,Tiptronic,Front,12
TOYOTA,Vitz,Petrol,1.3,170032.0,4.0,Automatic,Front,19
VOLKSWAGEN,Jetta,Hybrid,1.4 Turbo,150000.0,4.0,Automatic,Front,11
HYUNDAI,Sonata,Petrol,2,43178.0,4.0,Automatic,Front,8
BMW,X4,Petrol,2.0 Turbo,88000.0,4.0,Tiptronic,4x4,9
TOYOTA,Camry,Hybrid,2.5,398069.0,4.0,Automatic,Front,11
HYUNDAI,Elantra,Petrol,1.6,98578.0,4.0,Automatic,Front,15
TOYOTA,Prius C,Hybrid,1.5,102880.0,1.0,Variator,Front,11
HYUNDAI,Tucson,Diesel,2,251201.0,4.0,Automatic,Front,11
TOYOTA,Camry,Petrol,2.5,77803.0,4.0,Tiptronic,Front,11
HONDA,FIT,Hybrid,1.3,112000.0,4.0,Automatic,Front,14
KIA,Optima,Petrol,2.4,116800.0,4.0,Tiptronic,Front,9
TOYOTA,Camry,Petrol,2.5,123000.0,4.0,Automatic,Front,9
TOYOTA,Camry,Hybrid,2.5,61939.0,4.0,Automatic,Front,8
HONDA,Accord,Petrol,2.4,154854.0,4.0,Automatic,Front,9
MERCEDES-BENZ,Vito,Diesel,2.2 Turbo,269000.0,4.0,Manual,Rear,17
LEXUS,IS 250,Petrol,2.5,70154.0,6.0,Automatic,Rear,10
HYUNDAI,Santa FE,Diesel,2,110000.0,4.0,Automatic,Front,10
TOYOTA,Land Cruiser 11,Petrol,4.7,174300.0,8.0,Tiptronic,4x4,18
LEXUS,GX 460,Petrol,4.6,69918.0,8.0,Automatic,4x4,8
BMW,318,Petrol,2,110000.0,4.0,Tiptronic,Rear,20
LEXUS,GX 470,Petrol,4.6,273493.0,8.0,Automatic,4x4,10
MERCEDES-BENZ,E 200,Diesel,2.0 Turbo,210000.0,4.0,Tiptronic,Front,15
HYUNDAI,Elantra,Diesel,1.6,33017.0,4.0,Automatic,Front,9
LEXUS,GX 460,Petrol,4.6,229334.0,8.0,Automatic,4x4,13
MERCEDES-BENZ,E 320,CNG,3.2,258000.0,6.0,Automatic,Rear,28
FORD,Focus,Petrol,2,116800.0,4.0,Tiptronic,Front,12
KIA,Sorento EX,Petrol,2.4,107150.0,4.0,Automatic,Front,12
HYUNDAI,Elantra LIMITED,Petrol,1.8,97000.0,4.0,Tiptronic,Front,13
TOYOTA,Camry SPORT PAKET,Petrol,2.5,19000.0,4.0,Tiptronic,Front,9
HYUNDAI,Elantra,Petrol,1.6,103490.0,4.0,Automatic,Front,13
TOYOTA,Highlander,Hybrid,3.3,182024.0,6.0,Automatic,4x4,17
SSANGYONG,Actyon,Diesel,2,146664.0,4.0,Automatic,Front,15
KIA,Optima,Petrol,1.7,30157.0,4.0,Automatic,Front,9
MERCEDES-BENZ,GL 550,Petrol,5.5 Turbo,214400.0,8.0,Tiptronic,4x4,16
HYUNDAI,Elantra,Petrol,1.6,154900.0,4.0,Automatic,Front,14
NISSAN,Juke,Petrol,1.6,181997.0,4.0,Automatic,4x4,9
FORD,Tourneo Connect,Diesel,1.8 Turbo,0.0,4.0,Manual,Front,22
BMW,X5,Diesel,3,110715.0,6.0,Automatic,4x4,11
VOLKSWAGEN,Golf,Petrol,1.6,160000.0,4.0,Manual,Front,29
MERCEDES-BENZ,E 350,Diesel,3.5,290922.0,6.0,Automatic,Rear,17
FORD,Fiesta,Petrol,1.6,111374.0,4.0,Automatic,Front,10
HONDA,Elysion,Petrol,2,153000.0,4.0,Automatic,Front,14
LAND ROVER,Range Rover Evoque რესტა,Petrol,2.0 Turbo,59830.0,4.0,Tiptronic,4x4,9
MERCEDES-BENZ,SLK 32 AMG,Diesel,1.5,1000.0,8.0,Tiptronic,Front,17
HYUNDAI,Sonata,LPG,2,478704.0,4.0,Automatic,Front,9
MERCEDES-BENZ,E 350,Petrol,3.5,18000.0,6.0,Tiptronic,Rear,15
MERCEDES-BENZ,E 350,Diesel,3.5,219030.0,6.0,Automatic,4x4,11
TOYOTA,Camry,Hybrid,2.5,102397.0,4.0,Automatic,Front,11
JAGUAR,XF,Petrol,5,99210.0,4.0,Automatic,Front,15
MERCEDES-BENZ,C 32 AMG,Petrol,3.2 Turbo,94000.0,6.0,Tiptronic,Rear,24
FORD,Transit,Petrol,2.4,183000.0,6.0,Manual,Rear,17
CHEVROLET,Captiva,Diesel,2.2,93170.0,4.0,Automatic,Front,12
SSANGYONG,Actyon,Diesel,1.6,23767.0,4.0,Automatic,Front,9
TOYOTA,Highlander,Hybrid,3.3,318358.0,6.0,Automatic,4x4,16
TOYOTA,Prius,Hybrid,1.8,73402.0,4.0,Automatic,Front,15
LEXUS,CT 200h,Hybrid,1.8,172346.0,4.0,Automatic,Front,13
MERCEDES-BENZ,ML 350,Diesel,3,290501.0,6.0,Automatic,4x4,14
SSANGYONG,Actyon,Petrol,1.6,50750.0,4.0,Automatic,Front,8
TOYOTA,Prius,Hybrid,1.8,204800.0,4.0,Automatic,Front,14
TOYOTA,Prius,Hybrid,1.8,69000.0,4.0,Variator,Front,12
CHEVROLET,Cruze,Petrol,1.4 Turbo,2000.0,4.0,Tiptronic,Front,11
NISSAN,Teana,Petrol,2.3,155000.0,4.0,Automatic,Front,19
HYUNDAI,H1,Diesel,2.5,114985.0,4.0,Automatic,Front,16
HONDA,FIT,Petrol,1.5,49000.0,4.0,Automatic,Front,8
TOYOTA,Prius,Hybrid,1.8,270410.0,4.0,Automatic,Front,11
MERCEDES-BENZ,E 300,Petrol,2,50963.0,4.0,Automatic,Rear,8
HYUNDAI,Sonata,Petrol,2,205972.0,4.0,Automatic,Front,15
TOYOTA,Camry,Petrol,2.5,211200.0,4.0,Variator,Front,11
HONDA,Civic,Petrol,1.8,88230.0,4.0,Automatic,Front,15
AUDI,A3,Diesel,2.0 Turbo,22200.0,4.0,Tiptronic,Front,20
HYUNDAI,Sonata,LPG,2,587027.0,4.0,Automatic,Front,11
FORD,Transit,Diesel,2.4 Turbo,189000.0,4.0,Manual,Rear,18
TOYOTA,Prius,Hybrid,1.8,165779.0,4.0,Automatic,Front,15
TOYOTA,Aqua,Petrol,1.5,105200.0,4.0,Automatic,Front,12
SSANGYONG,REXTON,Diesel,2,190000.0,4.0,Automatic,Front,14
CHEVROLET,Orlando,Diesel,2,139633.0,4.0,Automatic,Front,13
BMW,X5,Diesel,3.0 Turbo,208000.0,6.0,Tiptronic,4x4,14
LEXUS,GX 460,Petrol,4.6,188078.0,8.0,Automatic,4x4,10
BMW,328,Petrol,2.0 Turbo,201360.0,4.0,Tiptronic,Rear,12
HYUNDAI,Genesis,Petrol,2,52749.0,4.0,Automatic,Front,16
HYUNDAI,Tucson,Diesel,1.7,100184.0,4.0,Automatic,Front,9
UAZ,31514 UAZ,Petrol,2.5,50000.0,4.0,Manual,4x4,25
HYUNDAI,H1,Diesel,2.5,173490.0,4.0,Automatic,Front,11
OPEL,Combo,CNG,1.6,167000.0,4.0,Manual,Front,20
BMW,X5,Petrol,4.8,153515.0,8.0,Automatic,4x4,16
VOLKSWAGEN,Golf 3,Diesel,1.7 Turbo,0.0,4.0,Manual,Front,29
HYUNDAI,Tucson,Petrol,2,31200.0,4.0,Automatic,4x4,6
TOYOTA,Corolla,Petrol,1.8,78608.0,4.0,Automatic,Front,7
BMW,528,LPG,2.8,220000.0,6.0,Tiptronic,Rear,26
HYUNDAI,Elantra,Petrol,1.8,87000.0,4.0,Tiptronic,Front,13
LEXUS,RX 450,Hybrid,3.5,101816.0,6.0,Automatic,4x4,14
FORD,Transit,Diesel,2.5,100000.0,4.0,Manual,Rear,35
HYUNDAI,Elantra,Petrol,1.6,110000.0,4.0,Automatic,Front,15
BMW,X5,Diesel,3,103458.0,6.0,Automatic,4x4,13
LEXUS,CT 200h,Hybrid,1.8,192683.0,4.0,Automatic,Front,13
MERCEDES-BENZ,E 350,Petrol,5.5,101424.0,8.0,Automatic,4x4,11
HYUNDAI,Sonata SPORT,Petrol,2.4,70296.0,4.0,Tiptronic,Front,10
TOYOTA,Prius,Hybrid,1.8,129000.0,4.0,Variator,Front,14
HYUNDAI,Tucson,Diesel,2,53232.0,4.0,Automatic,Front,15
BMW,X5,Diesel,3.0 Turbo,1000.0,6.0,Tiptronic,4x4,22
MERCEDES-BENZ,E 350,Diesel,3.5,109139.0,6.0,Automatic,Rear,16
MERCEDES-BENZ,ML 350,Diesel,3,0.0,6.0,Automatic,4x4,14
HYUNDAI,Accent,Diesel,1.6,181232.0,4.0,Automatic,Front,11
CITROEN,Berlingo,Diesel,1.9 Turbo,190000.0,4.0,Manual,Front,23
VOLVO,S70,Petrol,2.4,306786.0,5.0,Automatic,Front,25
TOYOTA,Aqua,Petrol,1.5,20000.0,4.0,Automatic,Front,11
CHEVROLET,Volt,Hybrid,1.4,162190.0,4.0,Automatic,Front,13
FORD,Fusion HIBRID,Hybrid,2.5,156000.0,4.0,Automatic,Front,15
HONDA,Step Wagon,Petrol,2,96000.0,4.0,Automatic,4x4,14
CHEVROLET,Spark,Petrol,1,28227.0,3.0,Automatic,Front,8
HYUNDAI,Elantra,Petrol,1.6,184297.0,4.0,Automatic,Front,18
BMW,X5,Petrol,4.4,139363.0,8.0,Automatic,4x4,14
MERCEDES-BENZ,S 550 LONG,Petrol,5.5,122000.0,8.0,Tiptronic,Rear,17
LEXUS,GX 460,Petrol,4.6,102907.0,8.0,Automatic,4x4,10
MERCEDES-BENZ,ML 280,Diesel,3,218000.0,6.0,Automatic,4x4,17
LEXUS,RX 450,Hybrid,3.5,101816.0,6.0,Automatic,4x4,14
TOYOTA,Tundra,Petrol,4.6,254805.0,8.0,Automatic,4x4,9
LEXUS,GX 470 SUV 4D (4.7L V8 S,LPG,4.7,329600.0,8.0,Tiptronic,4x4,17
MAZDA,Eunos 500,Petrol,2.5,174552.0,4.0,Automatic,Front,13
MERCEDES-BENZ,E 350,Diesel,3.5,119379.0,6.0,Automatic,4x4,14
VOLKSWAGEN,Passat,Diesel,2.0 Turbo,211512.0,4.0,Tiptronic,Front,11
HYUNDAI,Genesis,Petrol,2,191263.0,4.0,Automatic,Front,15
VOLKSWAGEN,Jetta,Diesel,2,168637.0,4.0,Automatic,Front,11
MERCEDES-BENZ,C 180,CNG,2,58008888.0,4.0,Manual,Rear,30
HYUNDAI,Sonata,Hybrid,2.4,0.0,4.0,Automatic,Front,13
TOYOTA,Vitz RS,Petrol,1.5,150000.0,4.0,Manual,Front,24
VOLKSWAGEN,Passat,Petrol,1.8 Turbo,86000.0,4.0,Tiptronic,Front,12
HYUNDAI,Sonata,Petrol,2,38853.0,4.0,Automatic,Front,12
TOYOTA,Aqua S,Hybrid,1.5,149000.0,4.0,Variator,Front,12
BMW,328,Petrol,2.0 Turbo,23000.0,4.0,Tiptronic,Rear,9
TOYOTA,Aqua,Hybrid,1.5,80000.0,4.0,Automatic,Front,12
MERCEDES-BENZ,E 300,Petrol,2,26802.0,4.0,Automatic,Rear,8
HYUNDAI,Tucson,Diesel,2,53463.0,4.0,Automatic,Front,14
TOYOTA,Prius,Hybrid,1.8,146184.0,4.0,Automatic,Front,14
TOYOTA,Camry Hybrid,Hybrid,2.5,27000.0,4.0,Tiptronic,Front,7
MERCEDES-BENZ,Sprinter 316,Diesel,2.7 Turbo,25600.0,4.0,Tiptronic,Rear,20
CHEVROLET,Cruze,Petrol,1.4,39466.0,4.0,Automatic,Front,7
TOYOTA,Aqua,Hybrid,1.5,150000.0,2.0,Automatic,Rear,13
BMW,525 TDI,Diesel,2.5 Turbo,111111.0,4.0,Manual,Rear,31
NISSAN,Juke,Petrol,1.6,173576.0,4.0,Automatic,4x4,13
MITSUBISHI,Colt,Petrol,1.3,88000.0,4.0,Automatic,Front,20
LEXUS,RX 350,Petrol,3.5,181189.0,6.0,Automatic,4x4,14
OPEL,Zafira,Diesel,2.0 Turbo,300000.0,4.0,Manual,Front,24
HYUNDAI,Santa FE,Diesel,2,85139.0,4.0,Automatic,Front,10
BMW,330,Petrol,2.0 Turbo,51000.0,4.0,Tiptronic,Rear,9
LEXUS,RC F F SPORT,Petrol,3.5,12800.0,6.0,Tiptronic,Rear,8
LEXUS,RX 400,Hybrid,3.3,224629.0,6.0,Automatic,4x4,17
TOYOTA,Camry,Petrol,2.5,121318.0,4.0,Automatic,Front,13
VOLKSWAGEN,Passat,Petrol,2.5,75000.0,5.0,Tiptronic,Front,13
SUBARU,Forester,Petrol,2,72613.0,4.0,Automatic,4x4,11
CHEVROLET,Captiva,Diesel,2.2,106000.0,4.0,Automatic,Front,14
HYUNDAI,Elantra,Petrol,1.6,157827.0,4.0,Automatic,Front,14
VOLKSWAGEN,Passat,Petrol,4,59439.0,8.0,Tiptronic,4x4,21
HYUNDAI,Elantra,LPG,1.6,31780.0,4.0,Automatic,Front,9
AUDI,Q5,Petrol,2,56240.0,4.0,Automatic,4x4,9
HYUNDAI,H1,Diesel,2.5,174485.0,4.0,Automatic,Front,11
NISSAN,Versa,Petrol,1.8,165758.0,4.0,Automatic,Front,13
HUMMER,H3,Petrol,3.5,185482.0,5.0,Automatic,4x4,19
MERCEDES-BENZ,E 240,Petrol,2.6,312000.0,6.0,Tiptronic,Rear,23
TOYOTA,Prius,Hybrid,1.5,246629.0,4.0,Automatic,Front,17
TOYOTA,Prius,Hybrid,1.8 Turbo,59000.0,4.0,Automatic,Front,13
LEXUS,RX 450,Hybrid,3.5,101816.0,6.0,Automatic,4x4,14
NISSAN,Altima,Petrol,2.5,160795.0,4.0,Automatic,Front,10
FORD,Mondeo,Diesel,2.2 Turbo,230000.0,4.0,Automatic,Front,21
MERCEDES-BENZ,ML 350,Petrol,3.5,160000.0,6.0,Tiptronic,4x4,15
MERCEDES-BENZ,S 500,Petrol,5,160000.0,8.0,Tiptronic,Rear,24
FORD,C-MAX,Hybrid,2,74000.0,4.0,Automatic,Front,12
MERCEDES-BENZ,S 430,Petrol,4.3,0.0,8.0,Tiptronic,Rear,25
MERCEDES-BENZ,ML 350,Diesel,4.6,180659.0,8.0,Automatic,4x4,13
LEXUS,GX 460,Petrol,4.6,102907.0,8.0,Automatic,4x4,10
SUZUKI,SX4,Petrol,2,250000.0,4.0,Tiptronic,4x4,12
HYUNDAI,Sonata,LPG,2,311337.0,4.0,Automatic,Front,10
HYUNDAI,Elantra,Petrol,1.6,117000.0,4.0,Automatic,Front,10
TOYOTA,Camry,Hybrid,2.5,225510.0,4.0,Automatic,Front,12
OPEL,Astra,Petrol,1.6,228982.0,4.0,Manual,Front,25
BMW,X5,Diesel,3,273962.0,6.0,Automatic,4x4,13
TOYOTA,Camry,Hybrid,2.5,214098.0,4.0,Automatic,Front,13
HYUNDAI,Santa FE,Diesel,2,36819.0,4.0,Automatic,Front,10
FORD,Fusion,Petrol,1.5 Turbo,60000.0,4.0,Automatic,Front,10
MERCEDES-BENZ,E 350,Diesel,3,171221.0,6.0,Automatic,Rear,13
VOLKSWAGEN,Tiguan,Petrol,2.0 Turbo,155000.0,4.0,Tiptronic,4x4,11
TOYOTA,Aqua,Hybrid,1.5,102000.0,4.0,Automatic,Front,13
MERCEDES-BENZ,E 300,Petrol,2,26802.0,4.0,Automatic,Rear,8
BMW,535 i,Petrol,3.0 Turbo,230000.0,6.0,Tiptronic,Rear,18
HONDA,Insight,Hybrid,1.3,149000.0,4.0,Tiptronic,Front,15
MERCEDES-BENZ,E 350,Diesel,3.5,189530.0,6.0,Automatic,4x4,15
LEXUS,RX 450,Hybrid,3.5,114000.0,6.0,Automatic,4x4,14
TOYOTA,Camry,Hybrid,2.5,39552.0,4.0,Automatic,Front,6
HONDA,Stream,Petrol,1.7,0.0,4.0,Automatic,Front,21
LEXUS,GX 460,Petrol,4.6,255406.0,8.0,Automatic,4x4,13
TOYOTA,Prius,Petrol,1.8,184000.0,4.0,Automatic,Front,15
HONDA,FIT GP-5,Hybrid,1.5,130000.0,4.0,Automatic,4x4,11
HYUNDAI,Sonata,LPG,2,314772.0,4.0,Automatic,Front,9
FORD,KA,Petrol,1.3,74000.0,4.0,Manual,Front,24
CHEVROLET,Volt,Hybrid,1.5,52062.0,4.0,Automatic,Front,8
VOLKSWAGEN,Passat,CNG,2,3018.0,4.0,Manual,Front,29
TOYOTA,Sienna,Petrol,3.5,50243.0,6.0,Automatic,Front,8
SSANGYONG,REXTON,Diesel,2,62575.0,4.0,Automatic,Front,10
FORD,Transit,Diesel,2.5,270000.0,4.0,Manual,Rear,27
HYUNDAI,H1,Diesel,2.5,146216.0,4.0,Automatic,Front,11
TOYOTA,Vitz,Petrol,1.5,115000.0,4.0,Variator,Front,19
TOYOTA,Camry,Hybrid,2.5,102397.0,4.0,Automatic,Front,11
BMW,X5 M packet,Petrol,4.4 Turbo,170000.0,8.0,Tiptronic,4x4,14
TOYOTA,Highlander,Hybrid,3.3,472304.0,6.0,Automatic,4x4,16
TOYOTA,Prius,Hybrid,1.8,102400.0,4.0,Automatic,Front,12
FIAT,500,Petrol,1.4,127520.0,4.0,Manual,Front,13
LEXUS,GX 470,Petrol,4.6,357246.0,8.0,Automatic,4x4,15
VOLKSWAGEN,Golf GTI,Petrol,2,113600.0,4.0,Tiptronic,Front,9
TOYOTA,Land Cruiser Prado,Diesel,3.0 Turbo,37000.0,6.0,Automatic,4x4,6
HYUNDAI,Elantra,Petrol,1.6,87510.0,4.0,Automatic,Front,9
SSANGYONG,Actyon,Diesel,1.6,45482.0,4.0,Automatic,Front,9
CHRYSLER,300,Petrol,3,168000.0,6.0,Automatic,Front,21
RENAULT,Kangoo Waggon,Diesel,1.5 Turbo,160000.0,4.0,Manual,Front,16
HYUNDAI,Elantra,Petrol,1.8,121840.0,4.0,Automatic,Front,9
JEEP,Compass,Petrol,2.4,97277.0,4.0,Automatic,Front,14
MERCEDES-BENZ,C 200,Diesel,2.2,232000.0,4.0,Tiptronic,Rear,17
CHEVROLET,Cruze,Petrol,1.4 Turbo,72000.0,4.0,Tiptronic,Front,14
SUBARU,Legacy B4,Petrol,2,215000.0,4.0,Tiptronic,4x4,19
TOYOTA,Corolla,Hybrid,1.5,22000.0,4.0,Tiptronic,Front,6
HONDA,Insight,Hybrid,1.3,245070.0,4.0,Automatic,Front,15
MERCEDES-BENZ,E 300,Petrol,2,35874.0,4.0,Automatic,4x4,8
KIA,Ceed,Petrol,1.4,15675.0,4.0,Manual,Front,16
SUBARU,Forester,Petrol,2.5,169000.0,4.0,Tiptronic,4x4,13
SSANGYONG,REXTON,Diesel,2,83667.0,4.0,Automatic,Front,14
CHEVROLET,Captiva,Diesel,2,63558.0,4.0,Automatic,Front,18
MAZDA,MPV,Petrol,2.3,0.0,5.0,Manual,Front,21
HYUNDAI,Tucson,Diesel,2,88585.0,4.0,Automatic,Front,9
TOYOTA,Prius,Hybrid,1.5,216000.0,4.0,Automatic,Front,18
BMW,X5,Diesel,3.0 Turbo,77000.0,6.0,Tiptronic,4x4,21
HYUNDAI,Elantra,Petrol,1.6,124900.0,4.0,Automatic,Front,15
TOYOTA,VOXY,Petrol,2.0 Turbo,160550.0,4.0,Automatic,4x4,23
HYUNDAI,Elantra,Petrol,1.6,56764.0,4.0,Automatic,Front,12
TOYOTA,Prius,Hybrid,1.5,0.0,4.0,Automatic,Front,19
CADILLAC,CTS,Petrol,3,260128.0,6.0,Automatic,4x4,14
SUBARU,XV,Petrol,2,111285.0,4.0,Automatic,4x4,10
HONDA,FIT,Hybrid,1.5,121000.0,4.0,Automatic,Front,11
TOYOTA,Camry,Hybrid,2.5,190549.0,4.0,Automatic,Front,12
CHEVROLET,Malibu,Petrol,2,135965.0,4.0,Automatic,Front,13
VOLKSWAGEN,Jetta SE,Petrol,1.4,93521.0,4.0,Automatic,Front,9
BMW,X1,Diesel,2.0 Turbo,153000.0,4.0,Tiptronic,4x4,10
OPEL,Zafira,Petrol,1.6,155000.0,4.0,Manual,Front,20
HYUNDAI,Elantra,Petrol,2,61398.0,4.0,Automatic,Front,7
MERCEDES-BENZ,E 300,Petrol,2,50930.0,4.0,Automatic,Rear,8
FORD,Transit,Diesel,2.5,5451812.0,6.0,Manual,Rear,29
NISSAN,Juke,Petrol,1.6 Turbo,47533.0,4.0,Automatic,Front,8
HYUNDAI,Elantra,Petrol,1.6,128147.0,4.0,Automatic,Front,14
HYUNDAI,Sonata,Petrol,2,51476.0,4.0,Automatic,Front,15
MERCEDES-BENZ,E 350,Petrol,3.5,42774.0,6.0,Tiptronic,Rear,11
HONDA,Civic,Petrol,1.4,152000.0,4.0,Manual,Front,27
HYUNDAI,Santa FE,Diesel,2,120456.0,4.0,Automatic,Front,12
HYUNDAI,Elantra,Petrol,1.6,128965.0,4.0,Automatic,Front,15
MERCEDES-BENZ,ML 320,Diesel,3.2 Turbo,0.0,6.0,Automatic,4x4,18
FORD,Explorer,CNG,4,272000.0,6.0,Automatic,4x4,31
VOLKSWAGEN,Passat,Petrol,2.5,96000.0,5.0,Tiptronic,Front,12
MERCEDES-BENZ,E 220,Diesel,2.2 Turbo,370000.0,4.0,Tiptronic,Rear,22
BMW,325,Petrol,2.5,200000.0,6.0,Manual,Rear,25
NISSAN,Tiida,Petrol,1.5,134000.0,4.0,Variator,Front,19
MERCEDES-BENZ,Sprinter 314,CNG,2.3,444444.0,4.0,Manual,Rear,20
VOLKSWAGEN,Jetta,Hybrid,1.8,1000.0,4.0,Automatic,Front,11
TOYOTA,Prius,Hybrid,1.4,264000.0,4.0,Automatic,Front,18
TOYOTA,Aqua,Petrol,1.5,130000.0,4.0,Automatic,Front,12
SSANGYONG,Actyon,Petrol,1.6,11953.0,4.0,Automatic,Front,7
HYUNDAI,Elantra,LPG,1.6,33553.0,4.0,Automatic,Front,9
VOLKSWAGEN,Passat,Petrol,2.0 Turbo,176000.0,6.0,Manual,Front,17
TOYOTA,Prius,Hybrid,1.8,76000.0,4.0,Automatic,Front,11
HONDA,Civic,Hybrid,1.5,95822.0,4.0,Automatic,Front,12
AUDI,A7,Petrol,3,191373.0,6.0,Automatic,4x4,11
HYUNDAI,Sonata,LPG,2,689476.0,4.0,Automatic,Front,9
AUDI,Q7,Diesel,3,232554.0,6.0,Automatic,4x4,14
MERCEDES-BENZ,GLA 250,Petrol,2,0.0,4.0,Automatic,4x4,10
BMW,X5,Diesel,3.5,105000.0,6.0,Tiptronic,4x4,14
MERCEDES-BENZ,CLS 350 JAPAN,Petrol,3.5,122600.0,6.0,Tiptronic,Rear,17
TOYOTA,Vitz,Petrol,1.3,111000.0,4.0,Automatic,Front,19
DODGE,Challenger,Petrol,3.6,126038.0,6.0,Automatic,Rear,9
FORD,Explorer,Petrol,2.3,90000.0,4.0,Automatic,Front,9
FORD,Transit,Diesel,2.5,200000.0,4.0,Manual,Rear,25
HYUNDAI,H1,Diesel,2.5,117595.0,4.0,Automatic,Front,9
MERCEDES-BENZ,E 350,Petrol,5.5,101424.0,8.0,Automatic,4x4,11
KIA,Optima,Petrol,2,35008.0,4.0,Automatic,Front,12
HYUNDAI,Sonata,LPG,2,640791.0,4.0,Automatic,Front,10
MITSUBISHI,Outlander,Petrol,2.4 Turbo,128000.0,4.0,Automatic,4x4,13
TOYOTA,Camry,Petrol,2.5,308694.0,4.0,Automatic,Front,12
CHEVROLET,Cruze,Diesel,2,101922.0,4.0,Automatic,Front,11
KIA,Sportage,Diesel,2,60928.0,4.0,Automatic,Front,17
BMW,X1,Petrol,2,97527.0,4.0,Tiptronic,4x4,10
FORD,Focus,Petrol,2,72114.0,4.0,Automatic,Front,10
HYUNDAI,H1,Diesel,2.5,40877.0,4.0,Automatic,Front,9
TOYOTA,Prius C,Petrol,1.5,71300.0,4.0,Automatic,Front,10
NISSAN,Note,Petrol,1.5,113111.0,4.0,Automatic,Front,17
VOLKSWAGEN,Jetta,CNG,2,0.0,6.0,Manual,Front,23
HONDA,Fred,Petrol,1.5,145000.0,4.0,Automatic,Front,13
LEXUS,ES 350,Hybrid,2.5,40386.0,4.0,Automatic,Front,10
BMW,335,Petrol,3,92141.0,6.0,Automatic,Rear,13
HONDA,Civic,Petrol,1.5,14542.0,4.0,Automatic,Front,6
HYUNDAI,Elantra,Petrol,1.8,150000.0,6.0,Tiptronic,Front,11
TOYOTA,Prius s,Hybrid,1.8,100000.0,4.0,Variator,Front,12
CHEVROLET,Impala,Petrol,2.5,56486.0,4.0,Automatic,Front,8
HYUNDAI,Elantra,Diesel,1.6,98000.0,4.0,Automatic,Front,8
HYUNDAI,Santa FE,Diesel,2,149476.0,4.0,Automatic,Front,9
PEUGEOT,307,Petrol,1.6,84000.0,4.0,Automatic,Front,22
VOLKSWAGEN,Passat,Petrol,1.8 Turbo,52000.0,4.0,Tiptronic,Front,11
HYUNDAI,Elantra,Petrol,1.6,127983.0,4.0,Automatic,Front,14
TOYOTA,Camry,Hybrid,2.5,268683.0,4.0,Automatic,Front,13
HYUNDAI,Sonata,Hybrid,2.4,224349.0,4.0,Automatic,Front,14
HYUNDAI,Elantra,Petrol,1.6,41279.0,4.0,Automatic,Front,13
TOYOTA,Prius,Hybrid,1.8,165000.0,4.0,Automatic,Front,13
FORD,Fusion,Hybrid,2,186048.0,4.0,Automatic,Front,11
HONDA,FIT,Petrol,1.3,66890.0,4.0,Automatic,Front,9
VOLKSWAGEN,Touran,Diesel,2.0 Turbo,154000.0,4.0,Automatic,Front,17
HYUNDAI,H1,Diesel,2.5,216000.0,4.0,Automatic,Front,13
HYUNDAI,Sonata,LPG,2,257646.0,4.0,Automatic,Front,9
OPEL,Corsa,CNG,1.4,0.0,4.0,Manual,Front,28
CHEVROLET,Cruze,Petrol,1.4,167317.0,4.0,Automatic,Front,10
HYUNDAI,Tucson,Diesel,1.7,52782.0,4.0,Automatic,Front,7
CHEVROLET,Volt,Hybrid,1.4,112123.0,4.0,Automatic,Front,11
HONDA,FIT,Petrol,1.3,134000.0,2.0,Variator,Front,22
LEXUS,GX 470,Petrol,4.7,218126.0,8.0,Automatic,4x4,17
HYUNDAI,Sonata,LPG,2,245705.0,4.0,Automatic,Front,9
HYUNDAI,Sonata,LPG,2,50534.0,4.0,Automatic,Front,10
FORD,Escape SE,Petrol,1.5 Turbo,41092.0,4.0,Automatic,4x4,8
HYUNDAI,Santa FE,Diesel,2,52326.0,4.0,Automatic,Front,12
BMW,320 Diesel,Diesel,2.0 Turbo,159000.0,4.0,Tiptronic,Rear,11
TOYOTA,Highlander,Hybrid,3.3,269013.0,6.0,Automatic,4x4,17
FIAT,500X,Petrol,2.4,92800.0,4.0,Tiptronic,4x4,10
MERCEDES-BENZ,ML 350,Petrol,3.5,180000.0,6.0,Tiptronic,4x4,19
TOYOTA,Prius,Hybrid,1.8,93000.0,4.0,Automatic,Front,15
MERCEDES-BENZ,E 350,Petrol,6.2,274771.0,8.0,Automatic,Rear,15
TOYOTA,Prius,Hybrid,1.8,90532.0,4.0,Automatic,Front,15
TOYOTA,Camry,Hybrid,2.5,159379.0,4.0,Automatic,Front,13
HYUNDAI,Santa FE long,Petrol,3.3,44800.0,6.0,Automatic,4x4,8
TOYOTA,Prius,Hybrid,1.5,142426.0,4.0,Automatic,Front,16
HYUNDAI,Elantra,Petrol,1.8,41600.0,4.0,Tiptronic,Front,12
